[2022-10-16 13:47:33.491892] [0x0000a8b8] [info] Start launching threads
[2022-10-16 13:47:33.524348] [0x00002938] [info] Thread in process, please stand by
[2022-10-16 13:47:35.475953] [0x000077c8] [info] Thread has been released
[2022-10-16 13:47:35.477956] [0x00001b74] [info] Thread has been released
[2022-10-16 13:47:35.479953] [0x0000c03c] [info] Thread has been released
[2022-10-16 13:47:35.482953] [0x00009650] [info] Thread has been released
[2022-10-16 13:47:35.484953] [0x000004a8] [info] Thread has been released
[2022-10-16 13:47:35.485953] [0x00004eb4] [info] Thread has been released
[2022-10-16 13:47:35.487953] [0x0000a2dc] [info] Thread has been released
[2022-10-16 13:47:35.489953] [0x0000b758] [info] Thread has been released
[2022-10-16 13:47:35.493953] [0x000047ac] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.496953] [0x000093d0] [info] Thread has been released
[2022-10-16 13:47:35.498953] [0x000096c0] [info] Thread has been released
[2022-10-16 13:47:35.500954] [0x0000314c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.505954] [0x00007bbc] [info] Thread has been released
[2022-10-16 13:47:35.508952] [0x00009728] [info] Thread has been released
[2022-10-16 13:47:35.510611] [0x000034e0] [info] Thread has been released
[2022-10-16 13:47:35.511608] [0x00009564] [info] Thread has been released
[2022-10-16 13:47:35.514607] [0x00004028] [info] Thread has been released
[2022-10-16 13:47:35.516608] [0x00006e58] [info] Thread has been released
[2022-10-16 13:47:35.521609] [0x00008ee8] [info] Thread has been released
[2022-10-16 13:47:35.523611] [0x00009970] [info] Thread has been released
[2022-10-16 13:47:35.527608] [0x000019ac] [info] Thread has been released
[2022-10-16 13:47:35.530608] [0x000035bc] [info] Thread has been released
[2022-10-16 13:47:35.531609] [0x0000b1f0] [info] Thread has been released
[2022-10-16 13:47:35.533607] [0x000060fc] [info] Thread has been released
[2022-10-16 13:47:35.536607] [0x00005960] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.539609] [0x00007108] [info] Thread has been released
[2022-10-16 13:47:35.544607] [0x00004f34] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.548610] [0x0000bcfc] [info] Thread has been released
[2022-10-16 13:47:35.550607] [0x0000af14] [info] Thread has been released
[2022-10-16 13:47:35.552607] [0x00005c6c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.557609] [0x00005688] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.562608] [0x0000bdbc] [info] Thread has been released
[2022-10-16 13:47:35.565609] [0x00000a28] [info] Thread has been released
[2022-10-16 13:47:35.568608] [0x000012e0] [info] Thread has been released
[2022-10-16 13:47:35.570608] [0x0000abb0] [info] Thread has been released
[2022-10-16 13:47:35.571611] [0x0000b168] [info] Thread has been released
[2022-10-16 13:47:35.573609] [0x0000b6a8] [info] Thread has been released
[2022-10-16 13:47:35.578609] [0x000056f8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.582607] [0x000067f0] [info] Thread has been released
[2022-10-16 13:47:35.585608] [0x0000bcf4] [info] Thread has been released
[2022-10-16 13:47:35.588609] [0x0000c060] [info] Thread has been released
[2022-10-16 13:47:35.590607] [0x00003a54] [info] Thread has been released
[2022-10-16 13:47:35.592608] [0x000056f0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.595609] [0x00007314] [info] Thread has been released
[2022-10-16 13:47:35.597607] [0x00004bd4] [info] Thread has been released
[2022-10-16 13:47:35.599608] [0x0000943c] [info] Thread has been released
[2022-10-16 13:47:35.603607] [0x00006064] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.609608] [0x00009580] [info] Thread has been released
[2022-10-16 13:47:35.610609] [0x0000b570] [info] Thread has been released
[2022-10-16 13:47:35.613608] [0x00002a08] [info] Thread has been released
[2022-10-16 13:47:35.616625] [0x000056b0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.619609] [0x00005750] [info] Thread has been released
[2022-10-16 13:47:35.622612] [0x0000941c] [info] Thread has been released
[2022-10-16 13:47:35.626611] [0x00005f6c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.630611] [0x00000cb8] [info] Thread has been released
[2022-10-16 13:47:35.632607] [0x0000305c] [info] Thread has been released
[2022-10-16 13:47:35.636608] [0x00004fac] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.642608] [0x000079c4] [info] Thread has been released
[2022-10-16 13:47:35.643608] [0x00006004] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.648608] [0x00004b68] [info] Thread has been released
[2022-10-16 13:47:35.650609] [0x00005558] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.652609] [0x00008a6c] [info] Thread has been released
[2022-10-16 13:47:35.658609] [0x00005270] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.661609] [0x000090ec] [info] Thread has been released
[2022-10-16 13:47:35.664609] [0x00003ab4] [info] Thread has been released
[2022-10-16 13:47:35.665608] [0x0000655c] [info] Thread has been released
[2022-10-16 13:47:35.667608] [0x000069b0] [info] Thread has been released
[2022-10-16 13:47:35.669607] [0x00002aac] [info] Thread has been released
[2022-10-16 13:47:35.673608] [0x00005164] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.675608] [0x0000248c] [info] Thread has been released
[2022-10-16 13:47:35.676608] [0x0000483c] [info] Thread has been released
[2022-10-16 13:47:35.677613] [0x000010c8] [info] Thread has been released
[2022-10-16 13:47:35.679608] [0x0000ab5c] [info] Thread has been released
[2022-10-16 13:47:35.680609] [0x0000b104] [info] Thread has been released
[2022-10-16 13:47:35.684609] [0x0000c218] [info] Thread has been released
[2022-10-16 13:47:35.685607] [0x0000ae10] [info] Thread has been released
[2022-10-16 13:47:35.688607] [0x00005094] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.694607] [0x00004ed0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.697608] [0x000043cc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.697608] [0x000062c4] [info] Thread has been released
[2022-10-16 13:47:35.701608] [0x00006874] [info] Thread has been released
[2022-10-16 13:47:35.703610] [0x00005630] [info] Thread has been released
[2022-10-16 13:47:35.703610] [0x00008f04] [info] Thread has been released
[2022-10-16 13:47:35.703610] [0x000054bc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.706608] [0x00000f94] [info] Thread has been released
[2022-10-16 13:47:35.709608] [0x0000aeb8] [info] Thread has been released
[2022-10-16 13:47:35.712608] [0x00003a78] [info] Thread has been released
[2022-10-16 13:47:35.714608] [0x0000a748] [info] Thread has been released
[2022-10-16 13:47:35.717609] [0x000090c8] [info] Thread has been released
[2022-10-16 13:47:35.723609] [0x00006404] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.726609] [0x00008738] [info] Thread has been released
[2022-10-16 13:47:35.729608] [0x000051f4] [info] Thread has been released
[2022-10-16 13:47:35.732607] [0x000023d8] [info] Thread has been released
[2022-10-16 13:47:35.734609] [0x000057d8] [info] Thread has been released
[2022-10-16 13:47:35.736608] [0x0000ad94] [info] Thread has been released
[2022-10-16 13:47:35.743608] [0x00004ce4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.753608] [0x000059d4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.757609] [0x00005300] [info] Thread has been released
[2022-10-16 13:47:35.759607] [0x00003b60] [info] Thread has been released
[2022-10-16 13:47:35.763608] [0x0000b514] [info] Thread has been released
[2022-10-16 13:47:35.765608] [0x000041b8] [info] Thread has been released
[2022-10-16 13:47:35.766608] [0x00000fa8] [info] Thread has been released
[2022-10-16 13:47:35.770608] [0x00009df0] [info] Thread has been released
[2022-10-16 13:47:35.772608] [0x0000a8b8] [info] Start joining threads
[2022-10-16 13:47:35.772608] [0x00005240] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.772608] [0x0000c0b0] [info] Thread has been released
[2022-10-16 13:47:35.774608] [0x00004768] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.774608] [0x00003b24] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.774608] [0x00009258] [info] Thread has been released
[2022-10-16 13:47:35.775608] [0x000052ec] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.776608] [0x00006830] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.776608] [0x000087bc] [info] Thread has been released
[2022-10-16 13:47:35.777608] [0x00007e68] [info] Thread has been released
[2022-10-16 13:47:35.778610] [0x000054a0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.778610] [0x0000ac6c] [info] Thread has been released
[2022-10-16 13:47:35.779608] [0x000055f0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.779608] [0x00002b80] [info] Thread has been released
[2022-10-16 13:47:35.780609] [0x000076ac] [info] Thread has been released
[2022-10-16 13:47:35.781609] [0x00002c24] [info] Thread has been released
[2022-10-16 13:47:35.782611] [0x00005ce0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.782611] [0x00007494] [info] Thread has been released
[2022-10-16 13:47:35.783610] [0x00006090] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.784609] [0x000043c8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.784609] [0x00004008] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.785609] [0x000060c8] [info] Thread has been released
[2022-10-16 13:47:35.785609] [0x00006824] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.786607] [0x00004f78] [info] Thread has been released
[2022-10-16 13:47:35.787609] [0x0000388c] [info] Thread has been released
[2022-10-16 13:47:35.787609] [0x00000dd4] [info] Thread has been released
[2022-10-16 13:47:35.788608] [0x00006c30] [info] Thread has been released
[2022-10-16 13:47:35.789609] [0x000064c8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.789609] [0x00004c48] [info] Thread has been released
[2022-10-16 13:47:35.790610] [0x0000a1f4] [info] Thread has been released
[2022-10-16 13:47:35.790610] [0x000058f8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.791608] [0x0000229c] [info] Thread has been released
[2022-10-16 13:47:35.792608] [0x00009624] [info] Thread has been released
[2022-10-16 13:47:35.792608] [0x00007d48] [info] Thread has been released
[2022-10-16 13:47:35.794609] [0x000063d4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.794609] [0x000043f8] [info] Thread has been released
[2022-10-16 13:47:35.795609] [0x000067dc] [info] Thread has been released
[2022-10-16 13:47:35.795609] [0x00001cb4] [info] Thread has been released
[2022-10-16 13:47:35.796609] [0x000084c4] [info] Thread has been released
[2022-10-16 13:47:35.796609] [0x0000b6dc] [info] Thread has been released
[2022-10-16 13:47:35.797609] [0x0000677c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.797609] [0x00000e48] [info] Thread has been released
[2022-10-16 13:47:35.798608] [0x00009f90] [info] Thread has been released
[2022-10-16 13:47:35.798608] [0x00006ea4] [info] Thread has been released
[2022-10-16 13:47:35.799608] [0x000025e0] [info] Thread has been released
[2022-10-16 13:47:35.800608] [0x00005c34] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.800608] [0x00003240] [info] Thread has been released
[2022-10-16 13:47:35.801608] [0x00000a9c] [info] Thread has been released
[2022-10-16 13:47:35.802609] [0x00000a54] [info] Thread has been released
[2022-10-16 13:47:35.802609] [0x000009dc] [info] Thread has been released
[2022-10-16 13:47:35.803616] [0x0000abb4] [info] Thread has been released
[2022-10-16 13:47:35.803616] [0x000057f8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.804608] [0x00000a38] [info] Thread has been released
[2022-10-16 13:47:35.805609] [0x0000197c] [info] Thread has been released
[2022-10-16 13:47:35.806782] [0x000047dc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.806782] [0x0000a80c] [info] Thread has been released
[2022-10-16 13:47:35.807608] [0x00006cc0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.808609] [0x00000530] [info] Thread has been released
[2022-10-16 13:47:35.808609] [0x0000382c] [info] Thread has been released
[2022-10-16 13:47:35.809610] [0x00006c90] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.810609] [0x00003aac] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.810609] [0x00006888] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.811608] [0x000009d4] [info] Thread has been released
[2022-10-16 13:47:35.812608] [0x0000508c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.812608] [0x000075a0] [info] Thread has been released
[2022-10-16 13:47:35.813608] [0x000009b4] [info] Thread has been released
[2022-10-16 13:47:35.814609] [0x00005a5c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.814609] [0x000009a0] [info] Thread has been released
[2022-10-16 13:47:35.815611] [0x00000940] [info] Thread has been released
[2022-10-16 13:47:35.815611] [0x00000b50] [info] Thread has been released
[2022-10-16 13:47:35.816609] [0x00000910] [info] Thread has been released
[2022-10-16 13:47:35.816609] [0x00006be8] [info] Thread has been released
[2022-10-16 13:47:35.817609] [0x00001f60] [info] Thread has been released
[2022-10-16 13:47:35.818609] [0x000061d0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.818609] [0x000004b8] [info] Thread has been released
[2022-10-16 13:47:35.819612] [0x000043e4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.819612] [0x00000458] [info] Thread has been released
[2022-10-16 13:47:35.820608] [0x00006840] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.820608] [0x000075d8] [info] Thread has been released
[2022-10-16 13:47:35.821610] [0x00000e68] [info] Thread has been released
[2022-10-16 13:47:35.822614] [0x00000d20] [info] Thread has been released
[2022-10-16 13:47:35.823609] [0x000041f0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.823609] [0x00000c10] [info] Thread has been released
[2022-10-16 13:47:35.824608] [0x00000af4] [info] Thread has been released
[2022-10-16 13:47:35.824608] [0x0000c3a4] [info] Thread has been released
[2022-10-16 13:47:35.825609] [0x00006974] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.825609] [0x000019b4] [info] Thread has been released
[2022-10-16 13:47:35.826609] [0x000067ec] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.827612] [0x0000c314] [info] Thread has been released
[2022-10-16 13:47:35.827612] [0x000074e0] [info] Thread has been released
[2022-10-16 13:47:35.828612] [0x00005234] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.829609] [0x0000058c] [info] Thread has been released
[2022-10-16 13:47:35.829609] [0x000005b4] [info] Thread has been released
[2022-10-16 13:47:35.830609] [0x000008e0] [info] Thread has been released
[2022-10-16 13:47:35.831609] [0x0000280c] [info] Thread has been released
[2022-10-16 13:47:35.832609] [0x00006f34] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.832609] [0x0000067c] [info] Thread has been released
[2022-10-16 13:47:35.833611] [0x000062dc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.834610] [0x000004e0] [info] Thread has been released
[2022-10-16 13:47:35.834610] [0x000064a4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.835608] [0x0000693c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.836609] [0x00000464] [info] Thread has been released
[2022-10-16 13:47:35.836609] [0x00006f8c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.837610] [0x00009a6c] [info] Thread has been released
[2022-10-16 13:47:35.838609] [0x000031dc] [info] Thread has been released
[2022-10-16 13:47:35.838609] [0x0000052c] [info] Thread has been released
[2022-10-16 13:47:35.839610] [0x00001db8] [info] Thread has been released
[2022-10-16 13:47:35.840611] [0x00005f00] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.840611] [0x00000f14] [info] Thread has been released
[2022-10-16 13:47:35.841610] [0x00000efc] [info] Thread has been released
[2022-10-16 13:47:35.842609] [0x00000f84] [info] Thread has been released
[2022-10-16 13:47:35.843609] [0x000071c0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.843609] [0x00000e88] [info] Thread has been released
[2022-10-16 13:47:35.844610] [0x00000e4c] [info] Thread has been released
[2022-10-16 13:47:35.844610] [0x00000c20] [info] Thread has been released
[2022-10-16 13:47:35.845609] [0x00009ba4] [info] Thread has been released
[2022-10-16 13:47:35.845609] [0x000030d8] [info] Thread has been released
[2022-10-16 13:47:35.847610] [0x0000700c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.847610] [0x00003044] [info] Thread has been released
[2022-10-16 13:47:35.848609] [0x000061f0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.848609] [0x0000b1e8] [info] Thread has been released
[2022-10-16 13:47:35.849609] [0x00003664] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.850621] [0x0000a9e0] [info] Thread has been released
[2022-10-16 13:47:35.850621] [0x00006ba4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.851609] [0x000006c0] [info] Thread has been released
[2022-10-16 13:47:35.852608] [0x00006d94] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.852608] [0x00003080] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.853608] [0x00006fb8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.854612] [0x00007f14] [info] Thread has been released
[2022-10-16 13:47:35.855609] [0x00006c08] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.856609] [0x0000ab74] [info] Thread has been released
[2022-10-16 13:47:35.856609] [0x000071f8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.857609] [0x00009350] [info] Thread has been released
[2022-10-16 13:47:35.858610] [0x0000a6d8] [info] Thread has been released
[2022-10-16 13:47:35.858610] [0x0000acac] [info] Thread has been released
[2022-10-16 13:47:35.859610] [0x00009660] [info] Thread has been released
[2022-10-16 13:47:35.859610] [0x0000b17c] [info] Thread has been released
[2022-10-16 13:47:35.860608] [0x00006178] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.861608] [0x00001d5c] [info] Thread has been released
[2022-10-16 13:47:35.862608] [0x00005208] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.862608] [0x000047ec] [info] Thread has been released
[2022-10-16 13:47:35.863609] [0x00003c58] [info] Thread has been released
[2022-10-16 13:47:35.864608] [0x00006008] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.864608] [0x000012c0] [info] Thread has been released
[2022-10-16 13:47:35.865610] [0x00006010] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.866609] [0x0000a5b0] [info] Thread has been released
[2022-10-16 13:47:35.867609] [0x000056a8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.867609] [0x0000b124] [info] Thread has been released
[2022-10-16 13:47:35.868609] [0x0000a8a0] [info] Thread has been released
[2022-10-16 13:47:35.868609] [0x00002014] [info] Thread has been released
[2022-10-16 13:47:35.869610] [0x000011cc] [info] Thread has been released
[2022-10-16 13:47:35.870609] [0x00005cbc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.870609] [0x000083f8] [info] Thread has been released
[2022-10-16 13:47:35.871609] [0x00000624] [info] Thread has been released
[2022-10-16 13:47:35.872609] [0x00006cf0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.872609] [0x00007204] [info] Thread has been released
[2022-10-16 13:47:35.873610] [0x00001a94] [info] Thread has been released
[2022-10-16 13:47:35.874609] [0x0000a5bc] [info] Thread has been released
[2022-10-16 13:47:35.875608] [0x000070a0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.875608] [0x00007fd4] [info] Thread has been released
[2022-10-16 13:47:35.876608] [0x0000a3fc] [info] Thread has been released
[2022-10-16 13:47:35.876608] [0x0000b7c4] [info] Thread has been released
[2022-10-16 13:47:35.877609] [0x00006f2c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.878609] [0x0000856c] [info] Thread has been released
[2022-10-16 13:47:35.879610] [0x0000637c] [info] Thread has been released
[2022-10-16 13:47:35.880610] [0x000061b8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.880610] [0x00003de0] [info] Thread has been released
[2022-10-16 13:47:35.881608] [0x0000917c] [info] Thread has been released
[2022-10-16 13:47:35.881608] [0x00006610] [info] Thread has been released
[2022-10-16 13:47:35.882609] [0x0000b714] [info] Thread has been released
[2022-10-16 13:47:35.883609] [0x0000705c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.883609] [0x000058ec] [info] Thread has been released
[2022-10-16 13:47:35.884609] [0x00002da8] [info] Thread has been released
[2022-10-16 13:47:35.885609] [0x0000741c] [info] Thread has been released
[2022-10-16 13:47:35.885609] [0x00007688] [info] Thread has been released
[2022-10-16 13:47:35.886611] [0x0000ae0c] [info] Thread has been released
[2022-10-16 13:47:35.887615] [0x0000b2a8] [info] Thread has been released
[2022-10-16 13:47:35.887615] [0x0000acb4] [info] Thread has been released
[2022-10-16 13:47:35.888610] [0x000072c0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.889609] [0x0000a7d8] [info] Thread has been released
[2022-10-16 13:47:35.889609] [0x0000386c] [info] Thread has been released
[2022-10-16 13:47:35.890610] [0x000093f0] [info] Thread has been released
[2022-10-16 13:47:35.890610] [0x00003a38] [info] Thread has been released
[2022-10-16 13:47:35.891609] [0x000040e0] [info] Thread has been released
[2022-10-16 13:47:35.892612] [0x00006f08] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.892612] [0x0000c178] [info] Thread has been released
[2022-10-16 13:47:35.893610] [0x0000a914] [info] Thread has been released
[2022-10-16 13:47:35.893610] [0x00004e1c] [info] Thread has been released
[2022-10-16 13:47:35.894608] [0x0000b604] [info] Thread has been released
[2022-10-16 13:47:35.895608] [0x0000721c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.895608] [0x0000a7a0] [info] Thread has been released
[2022-10-16 13:47:35.896609] [0x00006a40] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.896609] [0x00002740] [info] Thread has been released
[2022-10-16 13:47:35.897608] [0x00006b0c] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.898609] [0x0000551c] [info] Thread has been released
[2022-10-16 13:47:35.899610] [0x000073cc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.899610] [0x0000b648] [info] Thread has been released
[2022-10-16 13:47:35.900611] [0x00006ff4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.900611] [0x00001f4c] [info] Thread has been released
[2022-10-16 13:47:35.901613] [0x00006048] [info] Thread has been released
[2022-10-16 13:47:35.901613] [0x000088b4] [info] Thread has been released
[2022-10-16 13:47:35.902612] [0x00006f48] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.903608] [0x00009904] [info] Thread has been released
[2022-10-16 13:47:35.903608] [0x00002344] [info] Thread has been released
[2022-10-16 13:47:35.904609] [0x000073fc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.904609] [0x000006d0] [info] Thread has been released
[2022-10-16 13:47:35.905609] [0x000074cc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.905609] [0x0000c2b4] [info] Thread has been released
[2022-10-16 13:47:35.906611] [0x000074c0] [info] Thread has been released
[2022-10-16 13:47:35.907610] [0x000075bc] [info] Thread has been released
[2022-10-16 13:47:35.907610] [0x00003fec] [info] Thread has been released
[2022-10-16 13:47:35.908636] [0x000040e8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.909608] [0x00007240] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.909608] [0x00007404] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.910611] [0x00004acc] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.911609] [0x000060d0] [info] Thread has been released
[2022-10-16 13:47:35.912609] [0x00004fc0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.912609] [0x000072b8] [info] Thread has been released
[2022-10-16 13:47:35.913609] [0x00007ee8] [info] Thread has been released
[2022-10-16 13:47:35.914609] [0x00006f74] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.914609] [0x0000b1ac] [info] Thread has been released
[2022-10-16 13:47:35.915609] [0x00006780] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.915609] [0x000027b4] [info] Thread has been released
[2022-10-16 13:47:35.916610] [0x0000a144] [info] Thread has been released
[2022-10-16 13:47:35.916610] [0x0000b024] [info] Thread has been released
[2022-10-16 13:47:35.917610] [0x00006914] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.917610] [0x000086f0] [info] Thread has been released
[2022-10-16 13:47:35.918609] [0x00007728] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.919610] [0x0000b50c] [info] Thread has been released
[2022-10-16 13:47:35.919610] [0x0000af04] [info] Thread has been released
[2022-10-16 13:47:35.920609] [0x00009968] [info] Thread has been released
[2022-10-16 13:47:35.920609] [0x00005cb4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.921609] [0x0000ac04] [info] Thread has been released
[2022-10-16 13:47:35.922609] [0x0000ac30] [info] Thread has been released
[2022-10-16 13:47:35.922609] [0x00007a50] [info] Thread has been released
[2022-10-16 13:47:35.923613] [0x00003580] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.923613] [0x0000a88c] [info] Thread has been released
[2022-10-16 13:47:35.924611] [0x0000b79c] [info] Thread has been released
[2022-10-16 13:47:35.925608] [0x00009bc0] [info] Thread has been released
[2022-10-16 13:47:35.925608] [0x0000076c] [info] Thread has been released
[2022-10-16 13:47:35.925608] [0x0000b6ac] [info] Thread has been released
[2022-10-16 13:47:35.926608] [0x00004aa0] [info] Thread has been released
[2022-10-16 13:47:35.927609] [0x00005f54] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.927609] [0x0000c1c8] [info] Thread has been released
[2022-10-16 13:47:35.928610] [0x00001154] [info] Thread has been released
[2022-10-16 13:47:35.928610] [0x00006da0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.929610] [0x000048b0] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.930609] [0x00009128] [info] Thread has been released
[2022-10-16 13:47:35.930609] [0x000070c8] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.931610] [0x0000ad70] [info] Thread has been released
[2022-10-16 13:47:35.931610] [0x00009a80] [info] Thread has been released
[2022-10-16 13:47:35.932613] [0x0000a58c] [info] Thread has been released
[2022-10-16 13:47:35.933611] [0x000072ac] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.933611] [0x0000930c] [info] Thread has been released
[2022-10-16 13:47:35.934611] [0x000072e4] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.934611] [0x00007890] [info] Thread has been released
[2022-10-16 13:47:35.935610] [0x0000421c] [info] Thread has been released
[2022-10-16 13:47:35.935610] [0x00003bac] [info] Thread has been released
[2022-10-16 13:47:35.936610] [0x0000a4a4] [info] Thread has been released
[2022-10-16 13:47:35.937609] [0x00005500] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.937609] [0x00007224] [info] Thread done working, exiting thread and returning data
[2022-10-16 13:47:35.938609] [0x00009768] [info] Thread has been released
[2022-10-16 13:47:35.938609] [0x00008788] [info] Thread has been released
[2022-10-16 13:47:35.939609] [0x00004a2c] [info] Thread has been released
